,speciesKey,name_author,Name,Tribe,BrassiBase_status,Trait_state,Sampled?,gbif_records,gbif_records_w_coordinates,gbif_records_w_coordinates_and_uncertainty,gbif_records_w_coordinates_and_uncertainty_under_1000m,gbif_records_w_coordinates_and_uncertainty_under_500m,gbif_records_w_coordinates_and_uncertainty_under_100m,gbif_records_wo_coordinates_but_w_locality,gbif_records_bin,gbif_records_w_coordinates_bin,gbif_records_w_coordinates_and_uncertainty_bin,gbif_records_w_coordinates_and_uncertainty_under_1000m_bin,gbif_records_w_coordinates_and_uncertainty_under_500m_bin,gbif_records_w_coordinates_and_uncertainty_under_100m_bin
4081,11032816,Odontarrhena euboea (Halácsy) Španiel & al.,Odontarrhena euboea,Alysseae,accepted,W,Y,31,10,3,0,0,0,21,>=10,>=10,<10,0,0,0
3979,10912909,Odontarrhena fallacina (Hausskn.) Španiel & al.,Odontarrhena fallacina,Alysseae,accepted,W,Y,38,5,2,2,1,1,33,>=10,<10,<10,<10,<10,<10
3641,7884703,Odontarrhena fedtschenkoana (N. Busch) D.A. German,Odontarrhena fedtschenkoana,Alysseae,accepted,H,N,4,1,1,1,1,1,3,<10,<10,<10,<10,<10,<10
3960,10884148,Odontarrhena filiformis (Nyár.) Španiel & al.,Odontarrhena filiformis,Alysseae,accepted,H,Y,61,4,0,0,0,0,57,>=10,<10,0,0,0,0
4049,10989070,Odontarrhena floribunda (Boiss. & Balansa) Španiel & al.,Odontarrhena floribunda,Alysseae,accepted,W,Y,79,5,0,0,0,0,74,>=10,<10,0,0,0,0
4020,10957417,Odontarrhena fragillima (Bald.) Španiel & al.,Odontarrhena fragillima,Alysseae,accepted,H,Y,25,6,3,1,1,1,19,>=10,<10,<10,<10,<10,<10
3936,10848227,Odontarrhena gehamensis (Fed.) D.A. German,Odontarrhena gehamensis,Alysseae,accepted,H,Y,18,3,1,1,0,0,15,>=10,<10,<10,<10,0,0
3803,10672809,Odontarrhena gevgelicensis (Micevski) Španiel & al.,Odontarrhena gevgelicensis,Alysseae,accepted,H,N,2,0,0,0,0,0,2,<10,0,0,0,0,0
4061,11006544,Odontarrhena giosnana (Nyár.) Španiel & al.,Odontarrhena giosnana,Alysseae,accepted,W,Y,37,1,0,0,0,0,36,>=10,<10,0,0,0,0
3838,10720666,Odontarrhena haradjianii (Rech.f.) Španiel & al.,Odontarrhena haradjianii,Alysseae,accepted,H,N,14,1,0,0,0,0,13,>=10,<10,0,0,0,0
3921,10829207,Odontarrhena haussknechtii (Boiss.) Španiel & al.,Odontarrhena haussknechtii,Alysseae,accepted,W,Y,21,0,0,0,0,0,21,>=10,0,0,0,0,0
4109,11071507,Odontarrhena heldreichii (Hausskn.) Španiel & al.,Odontarrhena heldreichii,Alysseae,accepted,W,Y,142,36,8,3,3,2,106,>=100,>=10,<10,<10,<10,<10
4130,11106654,Odontarrhena huber-morathii (T.R. Dudley) Španiel & al.,Odontarrhena huber-morathii,Alysseae,accepted,W,Y,18,0,0,0,0,0,18,>=10,0,0,0,0,0
4034,10976752,Odontarrhena inflata (Nyár.) D.A. German,Odontarrhena inflata,Alysseae,accepted,H,Y,122,13,1,0,0,0,109,>=100,>=10,<10,0,0,0
3914,10820337,Odontarrhena kavadarcensis (Micevski) Španiel & al.,Odontarrhena kavadarcensis,Alysseae,accepted,H,N,3,0,0,0,0,0,3,<10,0,0,0,0,0
3844,10727629,Odontarrhena kurdica (Boiss.) Španiel & al.,Odontarrhena kurdica,Alysseae,accepted,H,N,12,5,2,0,0,0,7,>=10,<10,<10,0,0,0
4018,10954669,Odontarrhena lanigera (DC.) Španiel & al.,Odontarrhena lanigera,Alysseae,accepted,W,Y,67,6,1,0,0,0,61,>=10,<10,<10,0,0,0
705,3045177,Odontarrhena lesbiaca P. Candargy,Odontarrhena lesbiaca,Alysseae,accepted,H,Y,39,32,29,29,29,28,7,>=10,>=10,>=10,>=10,>=10,>=10
4050,10991993,Odontarrhena libanotica (Nyár.) Španiel & al.,Odontarrhena libanotica,Alysseae,accepted,W,Y,4,0,0,0,0,0,4,<10,0,0,0,0,0
3951,10870659,Odontarrhena litvinovii (Knjasev) Španiel & al.,Odontarrhena litvinovii,Alysseae,accepted,H,N,2,2,0,0,0,0,0,<10,<10,0,0,0,0
4030,10970983,Odontarrhena lurensis (F.K. Mey.) Španiel & al.,Odontarrhena lurensis,Alysseae,accepted,H,N,1,0,0,0,0,0,1,<10,0,0,0,0,0
4095,11046546,Odontarrhena markgrafii (O.E. Schulz ex Markgr.) Španiel & al.,Odontarrhena markgrafii,Alysseae,accepted,W,Y,28,13,2,2,2,0,15,>=10,>=10,<10,<10,<10,0
3998,10933920,Odontarrhena masmenaea (Boiss.) Španiel & al.,Odontarrhena masmenaea,Alysseae,accepted,W,Y,54,10,0,0,0,0,44,>=10,>=10,0,0,0,0
3897,10787815,Odontarrhena metajnae (Plazibat) Španiel & al.,Odontarrhena metajnae,Alysseae,accepted,H,N,2,0,0,0,0,0,2,<10,0,0,0,0,0
3995,10930818,Odontarrhena mughlaei (Orcan) Španiel & al.,Odontarrhena mughlaei,Alysseae,accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,3693541,Odontarrhena muralis (Waldst. & Kit.) Endl.,Odontarrhena muralis,Alysseae,accepted,H,Y,1384,577,297,166,131,90,807,>=1000,>=500,>=100,>=100,>=100,>=10
3813,10684878,Odontarrhena nebrodensis (Tineo) L. Cecchi & Selvi,Odontarrhena nebrodensis,Alysseae,accepted,W,Y,105,24,3,1,1,1,81,>=100,>=10,<10,<10,<10,<10
620,3044773,Odontarrhena obovata C.A. Mey.,Odontarrhena obovata,Alysseae,accepted,H,Y,1834,1479,1045,585,557,265,355,>=1000,>=1000,>=1000,>=500,>=500,>=100
2480,3693532,Odontarrhena obtusifolia (Steven ex DC.) C.A. Mey.,Odontarrhena obtusifolia,Alysseae,accepted,W,Y,151,109,73,61,57,54,42,>=100,>=100,>=10,>=10,>=10,>=10
4021,10957855,Odontarrhena orbelica (Ančev & Uzunov) Španiel & al.,Odontarrhena orbelica,Alysseae,accepted,H,N,2,0,0,0,0,0,2,<10,0,0,0,0,0
3959,10883653,Odontarrhena oxycarpa (Boiss. & Balansa) Španiel & al.,Odontarrhena oxycarpa,Alysseae,accepted,W,Y,37,4,0,0,0,0,33,>=10,<10,0,0,0,0
4124,11100434,Odontarrhena pateri (Nyár.) Španiel & al.,Odontarrhena pateri,Alysseae,accepted,W,Y,150,18,1,1,1,1,132,>=100,>=10,<10,<10,<10,<10
3804,10673295,Odontarrhena peltarioidea (Boiss.) Španiel & al.,Odontarrhena peltarioidea,Alysseae,accepted,W,Y,111,8,1,1,1,1,103,>=100,<10,<10,<10,<10,<10
3917,10823102,Odontarrhena penjwinensis (T.R. Dudley) Španiel & al.,Odontarrhena penjwinensis,Alysseae,accepted,W,Y,22,3,0,0,0,0,19,>=10,<10,0,0,0,0
4066,11012130,Odontarrhena pinifolia (Nyár.) Španiel & al.,Odontarrhena pinifolia,Alysseae,accepted,W,Y,29,6,0,0,0,0,23,>=10,<10,0,0,0,0
3999,10936240,Odontarrhena polyclada (Rech.f.) Španiel & al.,Odontarrhena polyclada,Alysseae,accepted,H,Y,16,4,0,0,0,0,12,>=10,<10,0,0,0,0
4084,11036426,Odontarrhena pterocarpa (T.R. Dudley) Španiel & al.,Odontarrhena pterocarpa,Alysseae,accepted,H,N,50,5,0,0,0,0,45,>=10,<10,0,0,0,0
3946,10864560,Odontarrhena pugiostyla (Nyár.) Španiel & al.,Odontarrhena pugiostyla,Alysseae,accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
4053,10997536,Odontarrhena robertiana (Bernard ex Gren. & Godr.) Španiel & al.,Odontarrhena robertiana,Alysseae,accepted,H,Y,231,169,108,14,1,1,62,>=100,>=100,>=100,>=10,<10,<10
4003,10938850,Odontarrhena samarifera (Boiss. & Hausskn.) Španiel & al.,Odontarrhena samarifera,Alysseae,accepted,W,Y,36,2,0,0,0,0,34,>=10,<10,0,0,0,0
4064,11009124,Odontarrhena samia (T.R. Dudley & Christodoulakis) Španiel & al.,Odontarrhena samia,Alysseae,accepted,H,N,3,1,0,0,0,0,2,<10,<10,0,0,0,0
3978,10910220,Odontarrhena schirwanica (Rupr.) D.A. German,Odontarrhena schirwanica,Alysseae,accepted,H,Y,0,0,0,0,0,0,0,0,0,0,0,0,0
3958,10880374,Odontarrhena serpentina (Micevski) Španiel & al.,Odontarrhena serpentina,Alysseae,accepted,H,N,2,0,0,0,0,0,2,<10,0,0,0,0,0
3809,10679310,Odontarrhena serpentinicola (F.K. Mey.) Španiel & al.,Odontarrhena serpentinicola,Alysseae,accepted,H,N,5,0,0,0,0,0,5,<10,0,0,0,0,0
4138,11139198,Odontarrhena serpyllifolia (Desf.) Jord. & Fourr.,Odontarrhena serpyllifolia,Alysseae,accepted,W,N,3766,2385,1979,567,45,27,1381,>=1000,>=1000,>=1000,>=500,>=10,>=10
3875,10765427,Odontarrhena sibirica (Willd.) Španiel & al.,Odontarrhena sibirica,Alysseae,accepted,W,Y,345,34,11,6,4,3,311,>=100,>=10,>=10,<10,<10,<10
3929,10838936,Odontarrhena singarensis (Boiss. & Hausskn.) Španiel & al.,Odontarrhena singarensis,Alysseae,accepted,H,Y,20,1,0,0,0,0,19,>=10,<10,0,0,0,0
3939,10852057,Odontarrhena skopjensis (Micevski) Španiel & al.,Odontarrhena skopjensis,Alysseae,accepted,H,N,2,0,0,0,0,0,2,<10,0,0,0,0,0
4042,10985621,Odontarrhena smolikana (Nyár.) Španiel & al.,Odontarrhena smolikana,Alysseae,accepted,W,Y,38,18,4,2,2,2,20,>=10,>=10,<10,<10,<10,<10
3987,10925850,Odontarrhena stipitata (Kavousi & T.R. Dudley) Španiel & al.,Odontarrhena stipitata,Alysseae,accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
3907,10810549,Odontarrhena subalpina (M. Bieb.) D.A. German,Odontarrhena subalpina,Alysseae,accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
4078,11023848,Odontarrhena subspinosa (T.R. Dudley) Španiel & al.,Odontarrhena subspinosa,Alysseae,accepted,H,N,6,0,0,0,0,0,6,<10,0,0,0,0,0
4073,11017753,Odontarrhena syriaca (Nyár.) Španiel & al.,Odontarrhena syriaca,Alysseae,accepted,H,N,10,4,0,0,0,0,6,>=10,<10,0,0,0,0
3664,7981274,Odontarrhena szarabiaca (Nyár.) D.A. German,Odontarrhena szarabiaca,Alysseae,accepted,H,N,3,1,1,1,1,0,0,<10,<10,<10,<10,<10,0
4142,11173188,Odontarrhena tavolarae (Briq.) L. Cecchi & Selvi,Odontarrhena tavolarae,Alysseae,accepted,H,Y,8,6,0,0,0,0,2,<10,<10,0,0,0,0
658,3044958,Odontarrhena tortuosa (Waldst. & Kit. ex Willd.) C.A. Mey.,Odontarrhena tortuosa,Alysseae,accepted,W,Y,1229,857,447,318,159,111,372,>=1000,>=500,>=100,>=100,>=100,>=100
3899,10791093,Odontarrhena trapeziformis (Bornm. ex Nyár.) Španiel & al.,Odontarrhena trapeziformis,Alysseae,accepted,H,N,14,2,0,0,0,0,12,>=10,<10,0,0,0,0
4090,11042818,Odontarrhena troodi (Boiss.) Španiel & al.,Odontarrhena troodi,Alysseae,accepted,W,Y,91,14,4,4,4,3,77,>=10,>=10,<10,<10,<10,<10
3977,10909841,Odontarrhena turgida (T.R. Dudley) Španiel & al.,Odontarrhena turgida,Alysseae,accepted,H,N,2,0,0,0,0,0,2,<10,0,0,0,0,0
4107,11067738,Odontarrhena virgata (Nyár.) Španiel & al.,Odontarrhena virgata,Alysseae,accepted,W,Y,18,1,0,0,0,0,17,>=10,<10,0,0,0,0
342,3042455,"Olimarabidopsis cabulica (Hook.f. & Thomson) Al-Shehbaz, O'Kane & R.A. Price",Olimarabidopsis cabulica,Alyssopsideae,accepted,H,N,7,0,0,0,0,0,7,<10,0,0,0,0,0
343,3042469,"Olimarabidopsis pumila (Stephan) Al-Shehbaz, O'Kane & R.A. Price",Olimarabidopsis pumila,Alyssopsideae,accepted,H,Y,494,145,101,24,23,10,349,>=100,>=100,>=100,>=10,>=10,>=10
341,3042452,"Olimarabidopsis umbrosa (Botsch. & Vved.) Al-Shehbaz, O'Kane & R.A. Price",Olimarabidopsis umbrosa,Alyssopsideae,accepted,H,N,14,1,0,0,0,0,13,>=10,<10,0,0,0,0
315,3042354,Onuris alismatifolia Gilg ex Skotts.,Onuris alismatifolia,Eudemeae,accepted,H,N,17,5,0,0,0,0,12,>=10,<10,0,0,0,0
313,3042348,Onuris graminifolia Phil.,Onuris graminifolia,Eudemeae,accepted,H,Y,80,48,3,1,1,0,32,>=10,>=10,<10,<10,<10,0
312,3042345,Onuris hatcheriana (Gilg ex Macloskie) Gilg & Muschl.,Onuris hatcheriana,Eudemeae,accepted,H,N,20,13,0,0,0,0,7,>=10,>=10,0,0,0,0
314,3042353,Onuris papillosa O.E. Schulz,Onuris papillosa,Eudemeae,accepted,H,N,50,39,0,0,0,0,11,>=10,>=10,0,0,0,0
316,3042355,Onuris spegazziniana Gilg & Muschl.,Onuris spegazziniana,Eudemeae,accepted,H,N,53,45,0,0,0,0,8,>=10,>=10,0,0,0,0
120,3041509,Oreophyton falcatum (E. Fourn.) O.E. Schulz,Oreophyton falcatum,Oreophytoneae,accepted,H,Y,128,52,0,0,0,0,76,>=100,>=10,0,0,0,0
106,3041455,Ornithocarpa fimbriata Rose,Ornithocarpa fimbriata,Cardamineae,accepted,H,Y,40,6,2,2,2,2,34,>=10,<10,<10,<10,<10,<10
107,3041456,Ornithocarpa torulosa Rollins,Ornithocarpa torulosa,Cardamineae,accepted,H,Y,60,17,11,11,11,11,43,>=10,>=10,>=10,>=10,>=10,>=10
104,3041285,Orychophragmus diffusus Z.M. Tan & J.M. Xu,Orychophragmus diffusus,Brassiceae,accepted,H,N,1142,746,246,227,219,191,396,>=1000,>=500,>=100,>=100,>=100,>=100
2470,3693226,Orychophragmus ziguiensis Z.E. Zhao & J.Q. Wu,Orychophragmus ziguiensis,Brassiceae,accepted,H,N,3,0,0,0,0,0,3,<10,0,0,0,0,0
84,3041181,Otocarpus virgatus Durieu,Otocarpus virgatus,Brassiceae,accepted,H,Y,78,5,1,0,0,0,73,>=10,<10,<10,0,0,0
2563,5373416,Pachycladon cheesmanii Heenan & A.D. Mitch.,Pachycladon cheesmanii,Microlepidieae,accepted,W,Y,127,48,6,0,0,0,79,>=100,>=10,<10,0,0,0
3620,7736978,Pachycladon crenata Philipson,Pachycladon crenata,Microlepidieae,accepted,H,N,22,20,9,0,0,0,0,>=10,>=10,<10,0,0,0
2564,5373418,Pachycladon enysii (Cheeseman) Heenan & A.D. Mitch.,Pachycladon enysii,Microlepidieae,accepted,H,N,84,40,7,7,7,6,44,>=10,>=10,<10,<10,<10,<10
3543,5552484,Pachycladon exilis (Heenan) Heenan & A.D. Mitch.,Pachycladon exilis,Microlepidieae,accepted,W,N,36,11,0,0,0,0,25,>=10,>=10,0,0,0,0
3542,5552480,Pachycladon fastigiata (Hook.f.) Heenan & A.D. Mitch.,Pachycladon fastigiata,Microlepidieae,accepted,H,Y,115,40,6,6,5,3,75,>=100,>=10,<10,<10,<10,<10
3541,5552473,Pachycladon latisiliqua (Cheeseman) Heenan & A.D. Mitch.,Pachycladon latisiliqua,Microlepidieae,accepted,H,N,131,107,25,19,19,11,24,>=100,>=100,>=10,>=10,>=10,>=10
2562,5373410,Pachycladon novae-zelandiae (Hook.f.) Hook.f.,Pachycladon novae-zelandiae,Microlepidieae,accepted,H,Y,157,97,34,31,27,21,60,>=100,>=10,>=10,>=10,>=10,>=10
3540,5552469,Pachycladon radicata (Hook.f.) Heenan & A.D. Mitch.,Pachycladon radicata,Microlepidieae,accepted,H,N,99,81,77,44,22,21,18,>=10,>=10,>=10,>=10,>=10,>=10
3539,5552467,Pachycladon stellata (Allan) Heenan & A.D. Mitch.,Pachycladon stellata,Microlepidieae,accepted,H,Y,49,19,0,0,0,0,30,>=10,>=10,0,0,0,0
2561,5373406,Pachycladon wallii (Carse) Heenan & A.D. Mitch.,Pachycladon wallii,Microlepidieae,accepted,H,N,45,23,7,1,1,0,22,>=10,>=10,<10,<10,<10,0
45,3040890,Pachymitus cardaminoides (F. Muell.) O.E. Schulz,Pachymitus cardaminoides,Microlepidieae,accepted,H,Y,341,310,299,164,125,88,31,>=100,>=100,>=100,>=100,>=100,>=10
2554,5373338,Pachyneurum grandiflorum (C.A. Mey.) Bunge,Pachyneurum grandiflorum,Arabideae,accepted,H,Y,142,112,79,43,41,1,30,>=100,>=100,>=10,>=10,>=10,<10
2547,5373292,Pachyphragma macrophyllum (Hoffm.) N. Busch,Pachyphragma macrophyllum,Thlaspideae,accepted,H,Y,274,142,74,47,39,21,132,>=100,>=100,>=10,>=10,>=10,>=10
2531,5373231,Parlatoria cakiloidea Boiss.,Parlatoria cakiloidea,Thlaspideae,accepted,H,Y,36,4,3,3,3,3,32,>=10,<10,<10,<10,<10,<10
3927,10836841,Parlatoria rostrata Boiss. & Hohen.,Parlatoria rostrata,Thlaspideae,accepted,H,N,37,3,0,0,0,0,34,>=10,<10,0,0,0,0
4038,10979113,Parlatoria taurica (Adams) D.A. German & Al-Shehbaz,Parlatoria taurica,Thlaspideae,accepted,H,N,47,8,7,5,3,0,39,>=10,<10,<10,<10,<10,0
2355,3054153,Parodiodoxa chionophila (Speg.) O.E. Schulz,Parodiodoxa chionophila,Thelypodieae,accepted,H,Y,57,40,3,3,0,0,17,>=10,>=10,<10,<10,0,0
3497,5377799,Parolinia filifolia G. Kunkel,Parolinia filifolia,Anastaticeae,accepted,W,Y,35,24,20,2,2,1,11,>=10,>=10,>=10,<10,<10,<10
3537,5552387,Parolinia glabriuscula Montelongo & Bramwell,Parolinia glabriuscula,Anastaticeae,accepted,W,Y,29,22,16,1,1,1,7,>=10,>=10,>=10,<10,<10,<10
3494,5377796,Parolinia intermedia Svent. & Bramwell,Parolinia intermedia,Anastaticeae,accepted,W,Y,66,29,22,11,10,8,37,>=10,>=10,>=10,>=10,>=10,<10
3498,5377800,Parolinia ornata Webb,Parolinia ornata,Anastaticeae,accepted,W,Y,118,50,43,20,8,4,68,>=100,>=10,>=10,>=10,<10,<10
3496,5377798,Parolinia platypetala G. Kunkel,Parolinia platypetala,Anastaticeae,accepted,W,Y,27,19,14,1,1,1,8,>=10,>=10,>=10,<10,<10,<10
3495,5377797,Parolinia schizogynoides Svent.,Parolinia schizogynoides,Anastaticeae,accepted,W,Y,36,11,8,2,2,0,25,>=10,>=10,<10,<10,<10,0
2316,3053865,Parrya alba E. Nikitina,Parrya alba,Chorisporeae,accepted,H,Y,17,5,0,0,0,0,12,>=10,<10,0,0,0,0
2309,3053827,Parrya albida Popov,Parrya albida,Chorisporeae,accepted,W,Y,49,11,0,0,0,0,38,>=10,>=10,0,0,0,0
2318,3053872,Parrya arctica R. Br.,Parrya arctica,Chorisporeae,accepted,H,Y,619,437,42,11,11,11,182,>=500,>=100,>=10,>=10,>=10,>=10
2311,3053835,Parrya asperrima (B. Fedtsch.) Popov,Parrya asperrima,Chorisporeae,accepted,H,Y,52,11,1,1,1,0,41,>=10,>=10,<10,<10,<10,0
2302,3053780,Parrya australis Pavlov,Parrya australis,Chorisporeae,accepted,H,N,8,2,0,0,0,0,6,<10,<10,0,0,0,0
2312,3053843,Parrya darvazica Botsch. & Vved.,Parrya darvazica,Chorisporeae,accepted,W,Y,3,0,0,0,0,0,3,<10,0,0,0,0,0
2304,3053786,Parrya fruticulosa Regel & Schmalh.,Parrya fruticulosa,Chorisporeae,accepted,W,N,20,8,0,0,0,0,12,>=10,<10,0,0,0,0
3888,10777621,Parrya glabra (Royle) D.A. German & Al-Shehbaz,Parrya glabra,Chorisporeae,accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
3997,10932890,Parrya gracillima (Popov ex Botsch. & Vved.) D.A. German & Al-Shehbaz,Parrya gracillima,Chorisporeae,accepted,H,Y,11,2,0,0,0,0,9,>=10,<10,0,0,0,0
3854,10737771,Parrya hispida (Regel) D.A. German & Al-Shehbaz,Parrya hispida,Chorisporeae,accepted,H,N,32,10,0,0,0,0,22,>=10,>=10,0,0,0,0
3963,10887691,Parrya junussovii D.A. German & Al-Shehbaz,Parrya junussovii,Chorisporeae,accepted,H,N,0,0,0,0,0,0,0,0,0,0,0,0,0
4099,11054470,Parrya khorasanica (Rech.f. & Aellen) D.A. German & Al-Shehbaz,Parrya khorasanica,Chorisporeae,accepted,H,N,67,20,3,2,2,0,47,>=10,>=10,<10,<10,<10,0
2320,3053881,Parrya kuramensis Botsch.,Parrya kuramensis,Chorisporeae,accepted,H,N,3,0,0,0,0,0,3,<10,0,0,0,0,0
2314,3053852,Parrya lancifolia Popov,Parrya lancifolia,Chorisporeae,accepted,H,N,24,2,0,0,0,0,22,>=10,<10,0,0,0,0
2305,3053797,Parrya longicarpa Krasn.,Parrya longicarpa,Chorisporeae,accepted,H,N,3,0,0,0,0,0,3,<10,0,0,0,0,0
2322,3053888,Parrya maidantalica Popov & P.A. Baranov,Parrya maidantalica,Chorisporeae,accepted,H,Y,15,3,0,0,0,0,12,>=10,<10,0,0,0,0
2299,3053769,Parrya minjanensis Rech.f.,Parrya minjanensis,Chorisporeae,accepted,H,N,20,2,0,0,0,0,18,>=10,<10,0,0,0,0
4080,11030893,Parrya mollissima (Lipsky) D.A. German & Al-Shehbaz,Parrya mollissima,Chorisporeae,accepted,H,N,3,0,0,0,0,0,3,<10,0,0,0,0,0
2308,3053826,Parrya nauruaq Al-Shehbaz et al.,Parrya nauruaq,Chorisporeae,accepted,H,N,23,18,5,1,1,0,5,>=10,>=10,<10,<10,<10,0
2306,3053801,Parrya nudicaulis (L.) Regel,Parrya nudicaulis,Chorisporeae,accepted,H,N,2980,1927,1284,276,209,165,1053,>=1000,>=1000,>=1000,>=100,>=100,>=100
2323,3053893,Parrya nuratensis Botsch. & Vved.,Parrya nuratensis,Chorisporeae,accepted,W,Y,6,0,0,0,0,0,6,<10,0,0,0,0,0
3911,10812980,Parrya olgae (Regel & Schmalh.) D.A. German & Al-Shehbaz,Parrya olgae,Chorisporeae,accepted,H,N,11,1,0,0,0,0,10,>=10,<10,0,0,0,0
3909,10810889,Parrya papillosa (Vassilcz.) D.A. German & Al-Shehbaz,Parrya papillosa,Chorisporeae,accepted,H,N,6,2,0,0,0,0,4,<10,<10,0,0,0,0
2315,3053862,Parrya pavlovii A.N. Vassiljeva,Parrya pavlovii,Chorisporeae,accepted,H,Y,16,9,1,0,0,0,7,>=10,<10,<10,0,0,0
4118,11090013,Parrya pazijae (Pachom.) D.A. German & Al-Shehbaz,Parrya pazijae,Chorisporeae,accepted,W,Y,7,0,0,0,0,0,7,<10,0,0,0,0,0
2298,3053765,Parrya pinnatifida Kar. & Kir.,Parrya pinnatifida,Chorisporeae,accepted,H,N,109,74,55,0,0,0,35,>=100,>=10,>=10,0,0,0
4041,10985291,Parrya pjataevae (Pachom.) D.A. German & Al-Shehbaz,Parrya pjataevae,Chorisporeae,accepted,H,N,5,0,0,0,0,0,5,<10,0,0,0,0,0
4025,10960892,Parrya podlechii (F. Dvořák) D.A. German & Al-Shehbaz,Parrya podlechii,Chorisporeae,accepted,H,N,9,1,0,0,0,0,8,<10,<10,0,0,0,0
2307,3053822,Parrya popovii Botsch.,Parrya popovii,Chorisporeae,accepted,H,N,8,0,0,0,0,0,8,<10,0,0,0,0,0
2300,3053771,Parrya pulvinata Popov,Parrya pulvinata,Chorisporeae,accepted,H,Y,14,3,0,0,0,0,11,>=10,<10,0,0,0,0
2317,3053868,Parrya runcinata (Regel & Schmalh.) N. Busch,Parrya runcinata,Chorisporeae,accepted,H,N,24,11,0,0,0,0,13,>=10,>=10,0,0,0,0
2310,3053833,Parrya rydbergii Botsch.,Parrya rydbergii,Chorisporeae,accepted,H,N,84,34,7,3,1,1,50,>=10,>=10,<10,<10,<10,<10
4035,10977908,Parrya sarawschanica (Regel & Schmalh.) D.A. German & Al-Shehbaz,Parrya sarawschanica,Chorisporeae,accepted,H,N,3,0,0,0,0,0,3,<10,0,0,0,0,0
3623,7754100,Parrya saurica (Pachom.) D.A. German & Al-Shehbaz,Parrya saurica,Chorisporeae,accepted,H,N,4,2,2,2,2,0,2,<10,<10,<10,<10,<10,0
2301,3053777,Parrya saxifraga Botsch. & Vved.,Parrya saxifraga,Chorisporeae,accepted,H,N,7,0,0,0,0,0,7,<10,0,0,0,0,0
2319,3053873,Parrya schugnana Lipsch.,Parrya schugnana,Chorisporeae,accepted,H,N,11,5,1,0,0,0,6,>=10,<10,<10,0,0,0
2303,3053783,Parrya stenocarpa Kar. & Kir.,Parrya stenocarpa,Chorisporeae,accepted,H,N,53,8,2,2,2,0,45,>=10,<10,<10,<10,<10,0
2313,3053849,Parrya subsiliquosa Popov,Parrya subsiliquosa,Chorisporeae,accepted,H,N,25,7,3,2,2,2,18,>=10,<10,<10,<10,<10,<10
4148,11211326,Parrya tianschanica (Botsch.) D.A. German,Parrya tianschanica,Chorisporeae,accepted,H,N,3,1,0,0,0,0,2,<10,<10,0,0,0,0
4060,11005352,Parrya tschimganica (Popov ex Botsch. & Vved.) D.A. German & Al-Shehbaz,Parrya tschimganica,Chorisporeae,accepted,H,N,15,0,0,0,0,0,15,>=10,0,0,0,0,0
2321,3053884,Parrya turkestanica (Korsh.) N. Busch,Parrya turkestanica,Chorisporeae,accepted,H,N,26,9,0,0,0,0,17,>=10,<10,0,0,0,0
4012,10946012,Parrya vvedenskyi (Pachom.) D.A. German & Al-Shehbaz,Parrya vvedenskyi,Chorisporeae,accepted,H,N,3,1,1,1,1,1,2,<10,<10,<10,<10,<10,<10
1013,3046615,Parryodes axilliflora Jafri,Parryodes axilliflora,Arabideae,accepted,H,Y,12,0,0,0,0,0,12,>=10,0,0,0,0,0
562,3044407,Paysonia auriculata (Engelm. & A. Gray) O'Kane & Al-Shehbaz,Paysonia auriculata,Physarieae,accepted,H,N,196,29,11,3,1,0,167,>=100,>=10,>=10,<10,<10,0
567,3044424,Paysonia densipila (Rollins) O'Kane & Al-Shehbaz,Paysonia densipila,Physarieae,accepted,H,N,546,32,10,4,2,2,514,>=500,>=10,>=10,<10,<10,<10
565,3044417,Paysonia grandiflora (Hook.) O'Kane & Al-Shehbaz,Paysonia grandiflora,Physarieae,accepted,H,N,385,84,13,5,3,2,301,>=100,>=10,>=10,<10,<10,<10
561,3044395,Paysonia lasiocarpa (Hook. ex A. Gray) O'Kane & Al-Shehbaz,Paysonia lasiocarpa,Physarieae,accepted,H,N,319,83,26,11,11,11,236,>=100,>=10,>=10,>=10,>=10,>=10
564,3044413,Paysonia lescurii (A. Gray) O'Kane & Al-Shehbaz,Paysonia lescurii,Physarieae,accepted,H,Y,305,41,33,21,21,18,264,>=100,>=10,>=10,>=10,>=10,>=10
560,3044393,Paysonia lyrata (Rollins) O'Kane & Al-Shehbaz,Paysonia lyrata,Physarieae,accepted,H,N,131,7,1,0,0,0,124,>=100,<10,<10,0,0,0
566,3044422,Paysonia perforata (Rollins) O'Kane & Al-Shehbaz,Paysonia perforata,Physarieae,accepted,H,N,178,16,8,4,3,3,162,>=100,>=10,<10,<10,<10,<10
563,3044411,Paysonia stonensis (Rollins) O'Kane & Al-Shehbaz,Paysonia stonensis,Physarieae,accepted,H,N,194,8,6,4,2,2,186,>=100,<10,<10,<10,<10,<10
2266,3053560,"Pegaeophyton angustiseptatum Al-Shehbaz, T.Y. Cheo, L.L. Lu & G. Yang",Pegaeophyton angustiseptatum,Eutremeae,accepted,H,N,1,0,0,0,0,0,1,<10,0,0,0,0,0
